slug,symbol,close,volume
bitcoin,BTC,57005.42547359979,36708594617.63
litecoin,LTC,208.0145382299456,2122547294.06
namecoin,NMC,1.869855272451439,12882.28
terracoin,TRC,0.022804721187827982,696.75
peercoin,PPC,0.9037312539686865,50417.59
novacoin,NVC,0.31073757186391,595.5
feathercoin,FTC,0.015394338422615724,2592.62
freicoin,FRC,0.011403213646382018,115.64
ixcoin,IXC,0.10122972774732,0
worldcoin,WDC,0.046407333151977696,752.75
digitalcoin,DGC,0.00798224955247,0
goldcoin,GLC,0.11804011490622802,6772.88
phoenixcoin,PXC,0.018245148340861866,5341
megacoin,MEC,0.005701606823191009,4.44
infinitecoin,IFC,1.7104820469573026e-4,78.84
primecoin,XPM,0.08150261061672145,1298.76
anoncoin,ANC,0.050744300726399974,0.51
casinocoin,CSC,0.0029360350320545665,994249.4
emerald,EMD,0.043925079351207666,138.06
xrp,XRP,0.9987539217401573,2949826821.23
quark,QRK,0.004471904249470881,312.63
zetacoin,ZET,0.0011401085094719958,197.96
tagcoin,TAG,0.04105156912698,0
public-index-network,PIN,0.028508034115955042,4376.62
nxt,NXT,0.01556356713574459,327986.46
unobtanium,UNO,27.555443237906385,4183.02
datacoin,DTC,0.00114032136464,0
deutsche-emark,DEM,0.0030344689819554846,436.69
dogecoin,DOGE,0.21471451161931426,1897635999.36
diamond,DMD,3.4647481949554524,58086.59
hobonickels,HBN,0.00570160682319,0
orbitcoin,ORB,0.29192226934737964,0.04
omni,OMNI,3.4761,94.91
fedoracoin,TIPS,1.225496023152614e-5,40404.36
dimecoin,DIME,4.36434036955449e-6,2805.45
42-coin,42,111118.61366668752,4078.06
vertcoin,VTC,0.5701543060064259,345882.74
digibyte,DGB,0.04803947216806495,30912540.1
smartcoin,SMC,0.014254017057977521,255.99
redd,RDD,0.002302311117010558,138356.02
potcoin,POT,0.014151965319214655,1024.87
blakecoin,BLC,4.7346065073e-4,0
maxcoin,MAX,0.008601808336905447,474.71
dash,DASH,179.6496419326434,301570940.68
counterparty,XCP,18.25175433904091,227115.82
mintcoin,MINT,1.1401085094719957e-4,1570.57
dopecoin,DOPE,0.00342096409391,0
auroracoin,AUR,0.15850466968471005,98.97
pesetacoin,PTD,9.6927315994e-4,0
marscoin,MARS,0.1937287325779451,11278.39
magic-internet-money,MIM,0.999133776944022,225433834.32
uniform-fiscal-object,UFO,0.001995800791544845,54723.24
blackcoin,BLK,0.05188462209103818,1464.36
photon,PHO,2.08155038e-6,0
myriad,XMY,0.0033894785239151825,13604.2
dnotes,NOTE,1.3905341037524806e-4,126426.44
einsteinium,EMC2,0.04390002431461655,43917.23
eccoin,ECC,3.0544454336857034e-4,19.9
monacoin,MONA,1.8000437565986045,5771033.31
rubycoin,RBY,0.36718347941350093,17.48
belacoin,BELA,0.00627176750551,0
faircoin,FAIR,0.02961140659622934,2204690.86
e-gulden,EFL,0.14767161672064713,135.21
gulden,NLG,0.0172212140654285,64738.45
groestlcoin,GRS,1.0210821582059633,6874764.68
petrodollar,XPD,0.0119733743287,0
plncoin,PLNC,5.7016068232e-4,0
whitecoin,XWC,0.8978932253266085,14091071.94
bitstar,BITS,0.01539146487787,0
quebecoin,QBC,0.00285027127368,0
bluecoin,BLU,0.00114032136464,0
maidsafecoin,MAID,0.513822242868745,1396070.45
bitcoin-plus,XBC,9.443648976103136,72381.12
newyorkcoin,NYC,5.177784067077644e-5,6312.81
pinkcoin,PINK,0.005701606823191009,3833.57
dreamcoin,DRM,0.01710482046957,0
energycoin,ENRG,7.412088870148311e-4,0.01
vericoin,VRC,0.041621729809294364,740.69
monero,XMR,238.09703785609315,266503040.47
litecoin-plus,LCP,0.03934108708001796,0.01
curecoin,CURE,0.09177516310944708,2600.01
supercoin,SUPER,0.00342032552842,0
motocoin,MOTO,0.04675317595017,0
cloakcoin,CLOAK,0.3319072084230485,2255.8
bitsend,BSD,0.002035951779921289,36.45
coin2-1,C2,0.00114032136464,0
bytecoin-bcn,BCN,3.9465300592285635e-4,61238.16
nav-coin,"NAV",0.3859995596758067,301446.68
startcoin,START,0.00342096409391,0
digitalnote,XDN,9.585695676663343e-4,4784.88
boolberry,BBR,0.00513144614087,0
hempcoin,THC,0.009122570917105614,674.59
stealth,XST,0.06726640205884775,14626.66
clams,CLAM,0.6162286493696136,7.9
bitshares,BTS,0.047484987245993954,10556177.64
viacoin,VIA,0.25087070022040436,103437.3
iocoin,IOC,0.09863779804120446,572.94
cryptonite,XCN,5.7016068232e-4,0
carboncoin,CARBON,5.7016068232e-4,0
cannabiscoin,CANN,0.03306931957451,0
stellar,XLM,0.33616428808502535,765495934.15
syscoin,SYS,0.7640888474966053,28725300.7
donu,DONU,0.00513144614087,0
emercoin,EMC,0.08643834190436923,778896.61
rabbitcoin,RBBT,5.7005425474e-4,0
gamecredits,GAME,0.24814636327101922,1462280.04
native-coin,N8V,0.01966687178839,0
ubiq,UBQ,0.23491268384139072,20843.78
opal,OPAL,0.01026289228174,0
acoin,ACOIN,0.022806427292764036,5.95
bitcny,BITCNY,0.1586509328432452,605388.19
nubits,USNBT,0.13004523756658,0
exclusivecoin,EXCL,0.08951522712409883,605.32
trollcoin,TROLL,5.701606823191009e-4,12.31
globalboost-y,BSTY,0.036573080375238716,4455.69
prime-xi,PXI,5.7016068232e-4,0
bitswift,BITS,0.20772408002141943,31260.12
verge,XVG,0.023705880177321764,17190690.53
nushares,NSR,8.952776971e-5,0
spreadcoin,SPR,0.00285027127368,0
rimbit,RBT,5.7016068232e-4,0
monetaryunit,MUE,0.007412088870148311,1341.23
blocknet,BLOCK,1.2151368533832259,124010.25
limitless-vip,VIP,5.7016068232e-4,0
crown,CRW,0.05988936419268613,1946.75
gcn-coin,GCN,4.6163619998153e-7,4.89
quotient,XQN,0.00114010850947,0
okcash,OK,0.02664215441921538,1534174.97
paycoin2,XPY,0.01140108509472,0
circuits-of-value,COVAL,0.028647957413327253,31421.94
nexus,NXS,0.5524518145000509,1680157.84
smileycoin,SMLY,2.912203535219238e-5,39.45
kobocoin,KOBO,0.03021851616291,0
bean-cash,BITB,2.4787583735564874e-4,254.64
geocoin,GEO,0.3340517932752948,66821.84
tether,USDT,1.0002857311859554,87396693339.13
wild-beast-block,WBB,0.03078867684523,0
gridcoin,GRC,0.010135892933151152,13781.76
x-coin,XCO,0.00228021701894,0
songcoin,SONG,5.7005425474e-4,0
woodcoin,LOG,0.07519452193948088,111714.19
nem,XEM,0.17142181297467907,82468303.56
neutron,NTRN,0.00114010850947,0
xaurum,XAUR,0.03306314677468788,49514.92
californium,CF,0.00855241023479,0
advanced-internet-blocks,AIB,0.009120381411833916,6721.94
sphere,SPHR,0.14365367219347147,231.81
mediccoin,MEDIC,1.1403213646e-4,0
bubble,BUB,0.00855241023479,0
universal-currency,UNIT,0.01026097658525,0
parkbyte,PKB,0.0079807595663,0
arbit,ARB,0.00228021701894,0
bata,BTA,0.030725924330270285,5.12
audiocoin,ADC,0.0011401085094719958,38.47
synergy,SNRG,0.04047385208626,0
fujicoin,FJC,5.7005425474e-4,0
gravitycoin,GXX,0.003991124776233706,2
ratecoin,XRA,8.5524102348e-4,0
crevacoin,CREVA,5.7005425474e-4,0
bitzeny,ZNY,0.0011403213646382017,0.53
bowscoin,BSC,0.00456128545855,0
hnccoin,HNC,0.3792982169396602,689554.66
manna,MANNA,0.001724564107523503,5.59
axiom,AXIOM,0.00513048829262,0
aeon,AEON,0.4322161360072082,1676.75
ethereum,ETH,4631.478795336078,28626354110.88
transfercoin,TX,0.70129763925249,0
guccionecoin,GCC,0.00342096409391,0
amsterdamcoin,AMS,5.7030832534e-4,0
agoras-tokens,AGRS,1.0124574031364761,22733.5
eurocoin,EUC,0.00114032136464,0
siacoin,SC,0.023467588573063164,113119000.06
global-currency-reserve,GCR,5.7016068232e-4,0
vector,VEC2,5.701606823191009e-4,12.04
bolivarcoin,BOLI,0.008723458439482244,87.35
pakcoin,PAK,0.0028508034116,0
expanse,EXP,0.04448310665419115,5408.93
sibcoin,SIB,0.020521953170495922,1380.64
swing,SWING,0.06898944256061,0
factom,FCT,1.7395602417555767,6011.32
parallelcoin,DUO,0.15020640947339858,0.01
save-and-gain,SANDG,0.00263975978996,0
augur,REP,22.020913397974656,19703576.65
stronghands,SHND,2.857309093803472e-5,88.14
pac-protocol,PAC,0.004644281985041885,289342.98
draftcoin,DFT,0.00631121053217554,29.64
clubcoin,CLUB,0.01311369569334,0
adzcoin,ADZ,0.00228064272928,0
avatarcoin,AV,0.04617439463362,0
validity,VAL,6.987916481667912,1111421.68
litecred,LTCR,0.00171048204696,0
yocoin,YOC,1.7104820469573026e-4,475.55
salus,SLS,10.59586612021817,376.04
francs,FRN,0.01083305296406,0
evil-coin,EVIL,0.00741208887015,0
decred,DCR,104.98879733006143,8400921.52
pivx,PIVX,0.7681021681769135,536711.65
safex-token,SFT,0.00525234347625543,0.48
rubies,RBIES,0.03991124776234,0
trumpcoin,TRUMP,0.2688567953963619,3683.69
memetic,MEME,0.03762358081257586,169.09
independent-money-system,IMS,0.00228021701894,0
nevacoin,NEVA,0.02109594524581,0
posex,PEX,0.02109594524580673,73.7
cabbage,CAB,0.00114032136464,0
mojocoin,MOJO,0.00741208887015,0
lisk,LSK,3.518954605090263,14128335.78
edrcoin,EDRC,0.01311369569334,0
postcoin,POST,0.00513144614087,0
berncash,BERN,0.0011403213646382017,35.35
digixdao,DGD,878.9079033345587,58144.87
steem,STEEM,0.6642403956551097,31522656.65
fuzzballs,FUZZ,0.01026097658525,0
hicoin,XHI,5.7005425474e-4,0
aquariuscoin,ARCO,0.04785289695087,0
bitcoin-21,XBTC21,0.02907819479827,0
zurcoin,ZUR,0.0033804416916319675,28.94
2give,2GIVE,5.7016068232e-4,0
platinumbar,XPTX,0.00114032136464,0
lanacoin,LANA,5.7016068232e-4,0
ponzicoin,PONZI,0.0028508034116,0
martexcoin,MXT,0.003420964093914605,0.03
citadel,CTL,0.004561285458552807,5.62
waves,WAVES,21.396845592873518,103669116.5
powercoin,PWR,3.0818452134e-4,0
ion,ION,0.03803236627803064,37.62
high-voltage,HVCO,0.00527029105234,0
goldblocks,GB,0.00969273159942,0
comet,CMT,0.01938546319885,0
rise,RISE,0.006659790320993909,1706.59
chesscoin,CHESS,0.01824514183421,0
library-credits,LBC,0.044146298151050894,195516.99
putincoin,PUT,1.7104820469573026e-4,0.4
cryptojacks,CJ,5.7016068232e-4,0
heat-ledger,HEAT,0.00969273159942,0
steem-dollars,SBD,7.328263583757584,12794924.49
ardor,ARDR,0.3641356277879884,29437946.06
ethereum-classic,ETC,48.37569125363949,717579056.03
karbo,KRB,0.14005007614880977,80.62
stratis,STRAX,2.005288961953229,10560947.91
aces,ACES,5.7016068232e-4,0
tajcoin,TAJ,0.00171048204696,0
veltor,VLT,0.01995562388117,0
neo,NEO,37.58903383569935,233083927.76
bitcloud,BTDX,0.007412088870148311,810.8
nolimitcoin,NLC2,0.0036992025194629726,3355.1
zayedcoin,ZYD,0.00570160682319,0
pluton,PLU,9.606905610173763,811777.22
dollarcoin,DLC,0.00342032552842,0
mustangcoin,MST,0.11515095945667,0
proud-money,PROUD,5.701606823191009e-4,0.33
pepe-cash,PEPECASH,0.02280642729276,0
firo,FIRO,7.705213092719758,3919813.68
zcash,ZEC,220.5821653797343,747914739.92
allsafe,ASAFE,0.02138781938960096,216.96
zclassic,ZCL,0.17497249428951225,100129.34
lykke,LKK,0.007153737153504989,616.7
golem-network-tokens,GLM,0.7380545057675849,44236092.86
internet-of-people,HYD,0.002241132310217529,730.68
hush,HUSH,0.0803776499177757,123.33
kurrent,KURT,0.00228021701894,0
pascal,PASC,0.021189342820798485,24639.83
eternity,ENT,0.02109594524581,0
obyte,GBYTE,33.921002844551424,39693.33
posw-coin,POSW,0.00513144614087,0
luna-coin,LUNA,0.007982249552467412,13.08
wings,WINGS,0.019964783078851578,92.58
jupiter,JUP,0.012672552960564208,1469309.21
inflationcoin,IFLT,2.8602823944e-4,0
alias,ALIAS,0.20245862884381033,1732.45
purevidz,VIDZ,5.7016068232e-4,0
icobid,ICOB,5.7005425474e-4,0
ibank,IBANK,0.00171016276421,0
maker,MKR,3057.1013879605034,221045364.22
komodo,KMD,0.9535020521879248,4302680.86
firstcoin,FRST,0.00222957307924,0
waves-community-token,WCT,0.10833052964062917,16.47
iconic,ICON,0.0148241777403,0
global-cryptocurrency,GCC,0.0017104820469573026,342.34
centurion,CNT,5.7016068232e-4,0
enzyme,MLN,104.51992112917804,10354589.47
chrono-tech,TIME,54.67567680622501,1135228.37
argus,ARGUS,0.00114032136464,0
swarm-city,SWT,0.01678260149703,0
nano,XNO,5.003883996202892,0
zero,ZER,0.15670704090379733,16481.93
netko,NETKO,0.03706044435074,0
ark,ARK,2.0006997802415714,12418285.33
dynamic,DYN,0.42591002969236835,163.45
tokes,TKS,0.017017129842287277,228.17
mercury,MER,0.008552410234786513,3437.77
edgeless,EDG,0.05711941469813997,9142.34
solaris,XLR,0.28226607727184727,101487.53
asch,XAS,0.9998579946558643,0
skycoin,SKY,0.297390669552775,160061.73
blazercoin,BLAZR,5.7005425474e-4,0
atmos,ATMOS,0.017614676471342332,2203.22
zennies,ZENI,5.7005425474e-4,0
coinonat,CXT,5.7016068232e-4,0
concoin,CONX,0.00228064272928,0
xtrabytes,XBY,5.701606823191009e-4,9.36
rlc,RLC,4.022000356304782,19228655.44
trust,TRST,0.00844234473068,0
speedcash,SCS,0.01653465978725,0
bitcore,BTX,0.23160692924025092,346477.84
bitvolt,VOLT,5.7016068232e-4,0
lunyr,LUN,0.11004101168759,0
gnosis-gno,GNO,465.5307852324338,15694530.1
monolith,TKN,0.3000063825909573,1723
humaniq,HMQ,0.006051831678976771,66174.81
minereum,MNE,0.10832075263684657,38228.02
cannation,CNNC,0.00228064272928,0
crea,CREA,0.02109594524580673,19.37
insanecoin-insn,INSN,0.010833052964062917,15.46
aragon,ANT,5.55120959028968,55129360.44
prizm,PZM,0.004528935167161203,750146.32
qtum,QTUM,16.053746098695278,711221510.08
digital-money-bits,DMB,5.7005425474e-4,0
theresa-may-coin,MAY,5.7016068232e-4,0
sumokoin,SUMO,0.08059780968599958,27414.59
basic-attention-token,BAT,1.459678464623713,526769249.86
horizen,ZEN,116.51469325414487,153350979.1
aeternity,AE,0.20980947363182442,6782366.64
scootercoin,SCOOT,0.0011403213646382017,4244.52
metaverse,ETP,0.2505957663340131,527287.57
eboostcoin,EBST,0.039430220402917084,121.47
aidos-kuneen,ADK,1.0189331292924801,251207.2
patientory,PTOY,0.017104820469573026,1211.54
veritaseum,VERI,19.95132886150519,11.41
electra,ECA,2.337222444417591e-5,32.83
quantum-resistant-ledger,QRL,0.3437805406418486,82618.87
mobilego,MGO,0.011690898256141629,41637.04
peerplays-ppy,PPY,0,0
iota,MIOTA,1.4515250629226089,95134755.39
mysterium,MYST,0.9775649670805597,311919.53
more-coin,MORE,0.047893497314804474,123.56
adelphoi,ADL,0.022236266610444935,107.61
zrcoin,ZRC,0.18127725300605,0
bancor,BNT,4.11084824764624,100073275.69
globaltoken,GLT,5.701606823191009e-4,2.95
numeraire,NMR,39.89084260388164,12039235.77
unify,UNIFY,0.00285027127368,0
dinastycoin,DCY,0.002217146857047772,15323.87
onix,ONX,5.7005425474e-4,0
gxchain,GXC,0.6091683516938031,17786145.25
atc-coin,ATCC,5.700542547359979e-4,414.83
bitradio,BRO,0.008998727815377383,1.36
flash,FLASH,0.0011403213646382017,5.81
funtoken,FUN,0.019358466201444706,11052970.18
tenx,PAY,0.06646867366363737,459967.77
status,SNT,0.10133222873333349,62381108.03
ergo,ERG,7.0014936453051195,3009112.07
eos,EOS,4.007015080453622,841088111.81
adx-net,ADX,0.7335946262168274,5664934.5
denarius-d,D,0.38027432876761597,52.14
storj,STORJ,2.6458403969278264,216236280.13
socialcoin-socc,SOCC,6.0744150795e-4,0
crypto-com,MCO,17.87565284246328,1147690.32
wagerr,WGR,0.020232746162022894,1798.73
polybius,PLBT,3.1778672307380846,696.95
gas,GAS,8.08167119849634,7373493.18
suncontract,SNC,0.030340107440544464,316181.86
jetcoin,JET,0.0416058437855614,111791.39
metal,MTL,2.9238785717139515,15217532.4
populous,PPT,0.7095079882036153,1103743.05
rupee,RUP,0.00315430020954,0
peepcoin,PCN,3.19381449e-6,0
santiment,SAN,0.4715860219439416,86946.63
omg,OMG,8.609169561455339,1046760510.62
cvcoin,CVN,0.17557671045868734,214584.43
metrix-coin,MRX,6.102903716547087e-4,1076687.6
civic,CVC,0.5368907494419384,65326335.34
voyager-token,VGX,4.714384539882182,48413102.2
bitcoal,COAL,0.0051304882926239805,42.35
particl,PART,1.9741089119774369,19668.92
smartcash,SMART,0.00420418743698292,514312.37
skincoin,SKIN,0.010050308985879289,49669.84
bitcoin-cash,BCH,570.5296825903208,1170851665.06
pillar,PLR,0.03047429814562556,187351.57
oraclechain,OCT,0.023162025455475726,0
binance-coin,BNB,622.6698614477,2781531693.77
ixledger,IXT,0.017730799283973985,1597.97
geysercoin,GSR,0.009690922330511964,1.7
cream,CRM,4.8845626875e-4,0
oax,OAX,0.24725191290907542,217962.04
district0x,DNT,0.16496846530763543,9316436.72
bytom,BTM,0.04678781013394066,17884679.6
blocktix,TIX,0.0028508034115955045,3.7
dentacoin,DCN,2.088576546005134e-5,367673.58
shadow-token,SHDW,0.0364834723031,0
deeponion,ONION,0.146332281936287,1315.91
adshares,ADS,4.35768859122959,5837294.48
dent,DENT,0.0049412913763222715,55376877.85
investfeed,IFT,5.7005425474e-4,0
the-champcoin,TCC,0.012453481810825373,12721.65
0x,ZRX,1.1822605935866137,99871240.06
yoyow,YOYOW,0.02477466012006426,1394108.61
mybit,MYB,9.244660825964001e-4,13322.98
hypercash,HC,0.5754597266772192,5202894.19
trueflip,TFL,1.9989183283908496,306052.38
nebulas-token,"NAS",0.427610006401143,4376147.02
biblepay,BBP,1.3891208525467774e-4,88658
achain,ACT,0.008396480130634225,1253225.39
waltonchain,WTC,0.9520194136422717,6950710.91
primas,PST,0.030667823378127346,10296995.27
opus,OPT,0.0011059052541878358,68.97
loopring,LRC,2.7686085334301533,493479265.28
litecoin-ultra,LTCU,0.00342096409391,0
poet,POE,1.254353501102022e-4,15.8
monetha,MTH,0.03741365760913007,583166.01
aventus,AVT,2.739305833255595,236259.17
agrello-delta,DLT,0.0051314461408719075,8121.06
hiveterminal-token,HVN,0.021612453592532,9295.43
moeda-loyalty-points,MDA,0.6299246530696445,459821.91
neblio,NEBL,1.459616587818959,1213492.43
tron,TRX,0.09661030651928296,2394129999
buzzcoin,BUZZ,4.470216264e-5,0
decentraland,MANA,4.635049692728159,2244146596.35
indorse-token,IND,0.014821410623135944,11.52
xpa,XPA,6.0256477829e-4,0
sociall,SCL,0.00433322118563,0
atbcoin,ATB,0.00256524414631,0
propy,PRO,1.633480703053989,89488.75
chainlink,LINK,25.34177424315374,1001383386.94
kyber-network-crystal-legacy,KNCL,1.94179,67006.97
vibe,VIBE,0.10059803823078851,670122.78
substratum,SUB,0.0031880960631098364,896.41
chronologic,DAY,0.24541656111071,0
rivetz,RVT,0.011427062644693908,690.5
kin,KIN,1.354368414722521e-4,40667541.02
salt,SALT,0.16976207352028197,41892.46
ormeus-coin,ORMEUS,0.00860349041314694,174261.25
colossusxt,COLX,1.80075448066532e-4,1580.62
trezarcoin,TZC,0.0015806487551009757,422.01
cobinhood,COB,5.7016068232e-4,0
msd,MSD,0.0201639367904,0
bismuth,BIS,0.2731389341442109,466.55
cardano,ADA,1.554903231023449,1814169292.13
tezos,XTZ,5.497995332114758,670772812.08
infinity-economics,XIN,0.004730542115567211,1522
viberate,VIB,0.050080655802756724,1054571.65
rchain,REV,0.12794724087279838,2161256.05
internxt,INXT,13.811137233968092,215716.74
everex,EVX,0.632322283474816,1653846.26
paypie,PPP,0.011401085094719958,2083.4
bitcoinz,BTCZ,4.585839817024178e-4,245689.46
cindicator,CND,0.015491420544867351,519368.49
enigma,ENG,0.0983712600105874,309302.11
zeusshield,ZSC,3.262711661337049e-4,22847.72
piplcoin,PIPL,0.00171048204696,0
airswap,AST,0.4167546474393952,4051030.73
blockmason,BCPT,0.0024982374079789314,98.26
aion,AION,0.20083960772476306,20440479.6
maecenas,ART,0.0036360727483504777,443.98
everus,EVR,0.003991124776233706,0.01
domraider,DRT,0.001051946458878741,115.21
request,REQ,0.4519797413105204,105521031.27
ethereum-gold,ETG,0.03210719351868,0
ethereum-blue,BLUE,0.044914251551205125,0
amber,AMB,0.044370354926670394,1099532.11
bitcoin-gold,BTG,56.03798870372947,19783182.01
kucoin-token,KCS,26.68917619576314,63210710.19
exrnchain,EXRN,4.05811767606663e-5,40211.36
latoken,LA,0.1593305700048685,61530.96
exchange-union,XUC,0.12620531528618045,35001.77
nuls,NULS,0.5149123622306386,8209693.88
ripio-credit-network,RCN,0.02034667401093742,83939.29
icon,ICX,1.7488920343389227,65272781.32
iethereum,IETH,0.12114051815910634,774.3
pirl,PIRL,5.701606823191009e-4,1.15
luxcoin,LUX,0.02052578456348763,1110.54
dovu,DOV,0.022859747573177474,216365.52
phoenix-global,PHB,0.007000671949254425,9949.48
etherparty,FUEL,7.487130146195022e-4,53305.14
flypme,FYP,0.08847242033502686,98.31
enjin-coin,ENJ,3.496757442979235,422112065.8
ibtc,IBTC,7.2541614068e-4,0
power-ledger,POWR,0.609065300543781,29116942.44
grid,GRID,1.5521576907482655,64131.7
revain,REV,0.011498570404772606,2171272.37
atlant,ATL,0.01789646581376,0
electroneum,ETN,0.014493852936596977,2388428
altcommunity-coin,SONO,0.0011403213646382017,0.68
streamr,DATA,0.1500868280667391,20098983.54
shield-xsh,XSH,3.420964093914605e-4,1.2
eltcoin,ELTCOIN,7.885241993729018e-4,33548.93
desire,DSR,0.00513048829262,0
autonio,NIOX,0.13181759188346046,420879.46
aeron,ARNX,3.202008401981267e-4,72203.33
phore,PHR,0.059063825250332234,6236.81
innova,INN,0.041600111160343796,477.73
raiden-network-token,RDN,0.5755599689456339,1707054.97
delphy,DPY,0.017013707847392208,25462.56
erc20,ERC20,0.03731607159134155,21376.7
decent-bet,DBET,0.0033985685244977163,240.14
upfiring,UFR,0.07430929496765,0
genesis-vision,GVT,0.4162172980929436,74683.38
privatix,PRIX,0.06441613078516775,31985.75
lethean,LTHN,0.001525753081910046,3830.2
